"tipo_cultivo","tipo_suelo","metodo_riego","fertilizacion_utilizada","nivel_tecnificacion","volumen_agua","rendimiento_cultivo","eficiencia_agua","densidad_siembra"
"maíz","arenoso","gravedad","química","bajo",7828,10182,1.3007,4637
"banano","arcilloso","gravedad","química","medio",8638,22882,2.649,3734
"melón","franco","gravedad","orgánica","alto",8770,10628,1.2119,4195
"plátano verde","franco-arcilloso","goteo","mixta","medio",7559,25306,3.3478,4173
"cacao","arenoso","gravedad","mixta","medio",8731,1583,0.1813,4067
"cacao","arenoso","goteo","química","bajo",6737,1297,0.1925,3130
"sandía","arcilloso","goteo","orgánica","medio",6458,10215,1.5818,4071
"arroz","franco","goteo","química","medio",7228,8119,1.1233,4075
"arroz","franco","aspersión","química","bajo",7342,8451,1.151,2725
"melón","arcilloso","goteo","orgánica","medio",6550,8922,1.3621,3629
"sandía","franco-arcilloso","aspersión","mixta","bajo",7156,12781,1.7861,4325
"banano","franco","goteo","química","medio",6379,25122,3.9382,4119
"cacao","franco","goteo","orgánica","bajo",6088,1301,0.2137,3807
"arroz","franco","goteo","orgánica","bajo",7401,6752,0.9123,4053
"maíz","franco-arcilloso","gravedad","mixta","medio",6884,9025,1.311,4072
"banano","franco","aspersión","química","medio",4974,28098,5.649,4297
"arroz","arcilloso","goteo","mixta","bajo",5237,7261,1.3865,5599
"cacao","arcilloso","gravedad","química","medio",6320,1600,0.2532,3401
"maíz","franco","aspersión","química","bajo",4504,9431,2.0939,4811
"melón","franco","aspersión","mixta","alto",8299,10133,1.221,5934
"arroz","franco","gravedad","orgánica","medio",6964,7684,1.1034,4258
"cacao","arenoso","gravedad","química","medio",8345,1059,0.1269,4497
"sandía","franco-arcilloso","gravedad","química","alto",8145,12314,1.5118,4899
"melón","franco","goteo","orgánica","bajo",6131,10484,1.71,3983
"arroz","arenoso","goteo","química","medio",5501,8366,1.5208,3205
"cacao","franco-arcilloso","gravedad","química","bajo",5391,1446,0.2682,5587
"sandía","arenoso","gravedad","orgánica","bajo",9728,10606,1.0903,4733
"melón","arcilloso","gravedad","química","medio",10269,5224,0.5087,4215
"arroz","arenoso","gravedad","orgánica","medio",5864,8945,1.5254,3644
"maíz","arenoso","aspersión","mixta","medio",6005,9251,1.5405,2192
"plátano verde","franco","goteo","mixta","alto",9435,12581,1.3334,5120
"cacao","arcilloso","aspersión","mixta","medio",6891,1459,0.2117,4689
"maíz","franco","goteo","mixta","medio",5848,10255,1.7536,4669
"sandía","franco-arcilloso","goteo","orgánica","alto",6684,13060,1.9539,3396
"banano","arenoso","aspersión","orgánica","medio",6925,18453,2.6647,3074
"arroz","franco","aspersión","orgánica","medio",5476,6083,1.1108,3736
"melón","franco-arcilloso","gravedad","mixta","medio",8100,8968,1.1072,2412
"plátano verde","arenoso","gravedad","mixta","medio",8196,21980,2.6818,4454
"plátano verde","franco","goteo","orgánica","alto",7401,20215,2.7314,4799
"maíz","arenoso","goteo","orgánica","alto",5325,9758,1.8325,4534
"melón","arcilloso","gravedad","mixta","medio",6851,9814,1.4325,2571
"maíz","franco-arcilloso","aspersión","química","medio",5804,10663,1.8372,4595
"sandía","franco-arcilloso","gravedad","orgánica","bajo",7837,11862,1.5136,4160
"plátano verde","franco-arcilloso","goteo","mixta","medio",8048,27019,3.3572,4443
"sandía","franco","gravedad","mixta","medio",4146,11087,2.6741,3504
"melón","arenoso","gravedad","química","medio",7866,10213,1.2984,2957
"maíz","franco","gravedad","mixta","medio",7486,9036,1.2071,5237
"plátano verde","franco-arcilloso","goteo","orgánica","medio",6296,23890,3.7945,3935
"maíz","franco","goteo","química","medio",6037,10148,1.681,3831
"sandía","franco-arcilloso","gravedad","química","bajo",7437,11580,1.5571,4066
"sandía","arcilloso","goteo","orgánica","alto",6187,11246,1.8177,4165
"arroz","arenoso","gravedad","química","medio",7034,7572,1.0765,4550
"plátano verde","franco","gravedad","mixta","alto",7110,23316,3.2793,3647
"melón","franco-arcilloso","goteo","química","alto",8351,3964,0.4747,5321
"banano","arenoso","gravedad","orgánica","medio",8751,25015,2.8585,5456
"maíz","franco-arcilloso","goteo","orgánica","bajo",5215,9724,1.8646,4575
"cacao","franco","aspersión","mixta","medio",8915,1426,0.16,4272
"sandía","franco","gravedad","mixta","alto",7726,10786,1.3961,4118
"arroz","arenoso","aspersión","mixta","bajo",5768,7151,1.2398,3713
"melón","arenoso","goteo","química","bajo",6875,9830,1.4298,5322
"plátano verde","franco-arcilloso","gravedad","mixta","medio",6462,19172,2.9669,3813
"sandía","arenoso","goteo","química","medio",5399,10323,1.912,3352
"arroz","franco","aspersión","orgánica","bajo",8013,6839,0.8535,4631
"maíz","arenoso","goteo","mixta","medio",6138,10318,1.681,5488
"cacao","franco","gravedad","mixta","bajo",8186,1646,0.2011,4013
"plátano verde","arcilloso","goteo","química","alto",5050,24176,4.7873,3385
"sandía","franco-arcilloso","aspersión","orgánica","bajo",7463,13633,1.8267,4165
"plátano verde","franco","goteo","mixta","alto",6164,21506,3.489,3802
"maíz","arcilloso","aspersión","química","medio",7870,7951,1.0103,3351
"maíz","franco","goteo","mixta","medio",5856,9460,1.6154,5098
"cacao","arenoso","gravedad","mixta","bajo",9380,1412,0.1505,3329
"plátano verde","arcilloso","goteo","química","bajo",7597,20220,2.6616,4726
"melón","franco-arcilloso","goteo","química","bajo",7168,9531,1.3297,4667
"arroz","arcilloso","goteo","mixta","bajo",7687,6655,0.8657,3687
"banano","arcilloso","gravedad","mixta","bajo",7018,20484,2.9188,4491
"banano","franco-arcilloso","goteo","orgánica","alto",7862,27087,3.4453,4903
"sandía","arcilloso","aspersión","química","bajo",7563,10429,1.379,4721
"plátano verde","franco-arcilloso","gravedad","orgánica","medio",7997,19293,2.4125,4204
"plátano verde","arcilloso","gravedad","mixta","medio",8753,24965,2.8522,3094
"banano","arenoso","aspersión","mixta","alto",6665,26423,3.9644,4267
"cacao","franco-arcilloso","aspersión","orgánica","medio",6463,1615,0.2499,2585
"melón","franco-arcilloso","aspersión","mixta","bajo",6672,10151,1.5214,4282
"maíz","arcilloso","gravedad","mixta","medio",7439,8048,1.0819,3569
"cacao","arcilloso","gravedad","mixta","medio",7197,1445,0.2008,3480
"cacao","franco-arcilloso","goteo","orgánica","bajo",6143,1458,0.2373,4359
"cacao","franco-arcilloso","aspersión","orgánica","alto",6417,1894,0.2952,3442
"maíz","franco-arcilloso","gravedad","química","medio",7519,9430,1.2542,4985
"banano","franco-arcilloso","aspersión","mixta","medio",7941,26015,3.276,3370
"maíz","franco-arcilloso","goteo","orgánica","bajo",5683,9090,1.5995,4746
"sandía","arcilloso","goteo","orgánica","alto",6727,13167,1.9573,3844
"sandía","franco-arcilloso","goteo","mixta","bajo",8297,11722,1.4128,3662
"cacao","franco-arcilloso","goteo","mixta","medio",5372,1450,0.2699,3552
"banano","arenoso","gravedad","química","bajo",6388,27790,4.3503,4442
"cacao","arenoso","goteo","orgánica","alto",4409,1484,0.3366,3375
"maíz","arenoso","goteo","mixta","alto",5819,8299,1.4262,3702
"banano","arcilloso","gravedad","orgánica","bajo",7932,22997,2.8993,4185
"maíz","arenoso","gravedad","mixta","medio",6321,10030,1.5868,3562
"sandía","arenoso","gravedad","orgánica","medio",6041,12677,2.0985,4084
"cacao","arenoso","goteo","mixta","alto",8578,1548,0.1805,3028
"cacao","arenoso","aspersión","mixta","bajo",6812,1460,0.2143,3707
"melón","franco-arcilloso","goteo","química","bajo",7076,10056,1.4211,5584
"plátano verde","franco","aspersión","mixta","medio",5955,22353,3.7537,4132
"banano","arcilloso","gravedad","química","bajo",8363,23391,2.797,3979
"arroz","franco-arcilloso","goteo","orgánica","medio",7008,8270,1.1801,3869
"arroz","franco-arcilloso","goteo","mixta","medio",7612,9201,1.2087,3558
"maíz","arcilloso","goteo","química","bajo",6856,10084,1.4708,3055
"cacao","franco-arcilloso","gravedad","química","medio",8253,1223,0.1482,2831
"maíz","arcilloso","aspersión","orgánica","medio",8972,9909,1.1044,3551
"melón","arenoso","aspersión","mixta","bajo",6237,11777,1.8882,4392
"cacao","arcilloso","goteo","mixta","bajo",7232,1347,0.1863,3552
"banano","arcilloso","goteo","mixta","medio",7255,21917,3.021,4101
"cacao","franco-arcilloso","goteo","orgánica","medio",7840,1532,0.1954,3812
"cacao","franco","aspersión","mixta","alto",6216,1364,0.2194,5103
"arroz","arenoso","gravedad","mixta","medio",6452,8011,1.2416,2746
"sandía","franco-arcilloso","goteo","mixta","alto",6044,11518,1.9057,4577
"sandía","arcilloso","gravedad","mixta","alto",7367,12226,1.6596,3633
"maíz","franco","gravedad","mixta","bajo",7638,9184,1.2024,4825
"maíz","franco","gravedad","química","medio",12698,4832,0.3805,3967
"sandía","arcilloso","goteo","orgánica","medio",6013,12997,2.1615,3406
"plátano verde","arenoso","goteo","química","alto",8870,21530,2.4273,4795
"banano","arenoso","aspersión","química","bajo",5943,23089,3.8851,3701
"melón","arcilloso","goteo","mixta","medio",6322,10233,1.6186,3579
"sandía","arenoso","aspersión","química","medio",5399,12159,2.2521,4503
"arroz","franco","gravedad","química","alto",7005,5955,0.8501,4376
"plátano verde","franco","goteo","química","bajo",7380,19703,2.6698,4503
"banano","arcilloso","gravedad","química","medio",7327,27506,3.7541,5229
"banano","arenoso","gravedad","orgánica","medio",6801,25902,3.8086,3815
"arroz","arcilloso","goteo","mixta","alto",6082,9633,1.5839,2885
"cacao","franco","aspersión","orgánica","medio",6126,1715,0.28,3494
"plátano verde","arenoso","aspersión","mixta","alto",5718,22429,3.9225,3147
"cacao","arcilloso","goteo","química","alto",5513,1553,0.2817,4302
"cacao","franco-arcilloso","goteo","mixta","medio",6744,1184,0.1756,5420
"arroz","arenoso","aspersión","química","bajo",15676,2189,0.1396,5046
"banano","franco-arcilloso","goteo","orgánica","bajo",5520,22230,4.0272,3291
"cacao","franco-arcilloso","aspersión","mixta","alto",8588,1241,0.1445,3893
"cacao","arcilloso","goteo","mixta","medio",6792,1722,0.2535,4048
"melón","arenoso","aspersión","orgánica","alto",5440,10606,1.9496,4458
"melón","arcilloso","goteo","química","medio",4679,9683,2.0695,4962
"arroz","franco-arcilloso","goteo","química","medio",4910,9480,1.9308,4182
"plátano verde","arenoso","goteo","química","bajo",6386,19850,3.1084,3086
"plátano verde","franco","gravedad","mixta","alto",5982,22924,3.8322,4699
"arroz","arcilloso","goteo","química","bajo",4824,8780,1.8201,4258
"banano","franco","gravedad","mixta","medio",8448,23862,2.8246,3651
"sandía","arcilloso","gravedad","química","medio",14745,6691,0.4538,3486
"melón","franco-arcilloso","aspersión","química","bajo",6666,10584,1.5878,2594
"melón","arcilloso","gravedad","química","alto",4206,9663,2.2974,3567
"melón","arcilloso","goteo","química","alto",7238,10532,1.4551,3954
"cacao","arenoso","goteo","mixta","bajo",8317,1262,0.1517,2363
"maíz","franco-arcilloso","aspersión","química","bajo",11472,3671,0.32,3660
"banano","arcilloso","aspersión","orgánica","alto",7045,25942,3.6823,3521
"plátano verde","arcilloso","aspersión","orgánica","bajo",10281,18426,1.7922,4634
"arroz","arenoso","gravedad","orgánica","bajo",9502,7992,0.8411,5657
"banano","arcilloso","gravedad","orgánica","bajo",7446,28451,3.821,4802
"melón","franco","goteo","orgánica","medio",5574,8238,1.4779,3000
"plátano verde","arenoso","aspersión","mixta","bajo",8046,23504,2.9212,5532
"plátano verde","franco","goteo","química","medio",6221,28473,4.5769,4715
"cacao","arcilloso","gravedad","mixta","alto",6795,1255,0.1847,4995
"melón","franco","aspersión","mixta","medio",8285,9869,1.1912,4494
"sandía","arenoso","goteo","química","alto",7057,12188,1.7271,4025
"maíz","franco","aspersión","mixta","alto",9563,4229,0.4422,3501
"melón","arcilloso","aspersión","química","alto",5300,10141,1.9134,3797
"melón","franco","gravedad","orgánica","alto",7962,9717,1.2204,3434
"plátano verde","franco","gravedad","mixta","medio",7386,21821,2.9544,4730
"banano","arenoso","gravedad","mixta","medio",8092,28804,3.5596,3304
"melón","franco","gravedad","química","bajo",6873,8549,1.2439,3875
"cacao","franco","goteo","mixta","bajo",8836,1369,0.1549,4270
"plátano verde","franco","aspersión","orgánica","medio",8236,22281,2.7053,4703
"melón","arenoso","gravedad","orgánica","alto",8933,9349,1.0466,3403
"sandía","arcilloso","gravedad","mixta","medio",8404,12923,1.5377,3140
"banano","franco","goteo","química","alto",8124,25835,3.1801,4801
"banano","franco","goteo","orgánica","alto",6006,26823,4.466,2985
"arroz","franco","aspersión","orgánica","medio",8176,8671,1.0605,3547
"maíz","arcilloso","aspersión","mixta","alto",5466,9781,1.7894,4772
"plátano verde","franco-arcilloso","goteo","química","bajo",6780,24564,3.623,3048
"melón","arcilloso","aspersión","orgánica","medio",7117,10192,1.4321,3546
"melón","arenoso","aspersión","química","bajo",8739,9822,1.1239,3096
"cacao","franco-arcilloso","gravedad","química","medio",7534,1573,0.2088,4605
"sandía","franco-arcilloso","aspersión","química","bajo",6989,12924,1.8492,4154
"melón","arcilloso","aspersión","orgánica","medio",6028,10945,1.8157,3565
"maíz","franco","gravedad","química","medio",8236,11391,1.3831,4187
"sandía","franco-arcilloso","aspersión","mixta","medio",6945,10142,1.4603,3475
"sandía","franco","gravedad","mixta","medio",6368,10647,1.672,4833
"arroz","arenoso","goteo","orgánica","medio",5839,6493,1.112,3534
"banano","arcilloso","gravedad","mixta","medio",6909,30264,4.3804,4402
"sandía","arcilloso","aspersión","orgánica","medio",6322,12494,1.9763,4015
"melón","franco-arcilloso","gravedad","orgánica","alto",8025,9943,1.239,3002
"maíz","franco-arcilloso","gravedad","mixta","alto",6356,8695,1.368,3312
"melón","arcilloso","gravedad","mixta","medio",5651,10541,1.8653,3952
"cacao","franco-arcilloso","aspersión","química","alto",7569,1684,0.2225,5180
"sandía","franco-arcilloso","aspersión","química","medio",6266,12364,1.9732,3276
"arroz","franco-arcilloso","goteo","química","medio",6018,7994,1.3283,2648
"arroz","arenoso","goteo","química","medio",3617,7089,1.9599,2838
"arroz","franco","aspersión","mixta","medio",9143,8694,0.9509,3292
"banano","franco-arcilloso","gravedad","mixta","alto",8602,26125,3.0371,4257
"banano","arenoso","goteo","orgánica","medio",6610,27167,4.11,3463
"banano","franco-arcilloso","goteo","mixta","bajo",4831,25350,5.2474,3715
"sandía","franco-arcilloso","aspersión","química","bajo",14303,6517,0.4556,4640
"banano","arenoso","goteo","mixta","bajo",7997,24040,3.0061,4233
"sandía","franco-arcilloso","aspersión","química","medio",7911,12505,1.5807,3936
"plátano verde","arenoso","goteo","química","bajo",6516,18335,2.8138,2599
"plátano verde","arenoso","goteo","orgánica","medio",5846,22762,3.8936,2611
"cacao","arcilloso","goteo","mixta","alto",6958,1699,0.2442,2879
"cacao","franco-arcilloso","gravedad","orgánica","bajo",6033,1329,0.2203,4850
"melón","arcilloso","aspersión","orgánica","bajo",5387,10597,1.9671,4728
"arroz","arenoso","goteo","orgánica","bajo",8329,7750,0.9305,4606
"arroz","arenoso","gravedad","química","bajo",7444,8290,1.1136,2527
"sandía","arcilloso","goteo","orgánica","medio",8014,12512,1.5613,3985
"arroz","franco-arcilloso","goteo","mixta","alto",7729,6701,0.867,6303
"plátano verde","arenoso","gravedad","mixta","bajo",7850,21316,2.7154,3918
"maíz","arenoso","gravedad","química","bajo",9329,9373,1.0047,3856
"banano","franco","gravedad","mixta","bajo",6690,22948,3.4302,4060
"plátano verde","franco","aspersión","mixta","medio",6206,22635,3.6473,3599
"cacao","franco-arcilloso","aspersión","mixta","medio",9303,1706,0.1834,3625
"maíz","franco","gravedad","mixta","bajo",8883,9303,1.0473,3279
"cacao","arcilloso","aspersión","orgánica","alto",7698,1398,0.1816,1819
"sandía","franco","aspersión","química","medio",6510,14296,2.196,3805
"sandía","arcilloso","gravedad","química","medio",5213,11177,2.1441,4023
"sandía","arenoso","aspersión","orgánica","bajo",6356,11783,1.8538,4727
"plátano verde","franco","aspersión","química","medio",5267,23330,4.4295,3969
"sandía","franco-arcilloso","goteo","mixta","alto",7065,12569,1.7791,4191
"arroz","franco","aspersión","orgánica","medio",8435,9229,1.0941,4205
"melón","arenoso","gravedad","mixta","bajo",8151,8556,1.0497,3527
"plátano verde","franco","gravedad","orgánica","medio",6060,21835,3.6031,3130
"maíz","franco","gravedad","mixta","medio",5681,8961,1.5774,5949
"plátano verde","franco-arcilloso","gravedad","orgánica","medio",7741,22961,2.9662,2916
"banano","arcilloso","gravedad","química","alto",5849,27022,4.6199,4385
"melón","franco","aspersión","mixta","medio",8228,9183,1.1161,4595
"melón","franco","gravedad","química","alto",8032,9854,1.2268,4433
"plátano verde","arenoso","gravedad","orgánica","medio",7557,22909,3.0315,3868
"banano","arcilloso","goteo","química","bajo",6157,24672,4.0071,4844
"sandía","arenoso","gravedad","mixta","medio",5864,13266,2.2623,2477
"arroz","arcilloso","goteo","orgánica","medio",5745,8391,1.4606,3131
"banano","arcilloso","goteo","mixta","alto",7029,28572,4.0649,3311
"cacao","franco","gravedad","orgánica","medio",6830,1485,0.2174,4581
"melón","arenoso","goteo","orgánica","medio",5534,11237,2.0305,4508
"melón","arenoso","gravedad","mixta","bajo",10199,10530,1.0325,2489
"banano","arcilloso","goteo","orgánica","medio",5413,26686,4.93,4478
"plátano verde","arcilloso","aspersión","química","medio",6831,26565,3.8889,3765
"melón","arcilloso","aspersión","orgánica","medio",6623,10630,1.605,3165
"sandía","franco","gravedad","mixta","medio",6133,11689,1.9059,4517
"sandía","franco-arcilloso","aspersión","mixta","medio",5693,12554,2.2052,4427
"arroz","arenoso","gravedad","química","alto",9258,7523,0.8126,3894
"arroz","franco-arcilloso","aspersión","mixta","medio",5740,8468,1.4753,3779
"maíz","arenoso","goteo","orgánica","alto",5578,9021,1.6172,5252
"plátano verde","franco","aspersión","orgánica","medio",14538,7954,0.5471,4562
"melón","arcilloso","goteo","orgánica","bajo",5773,10065,1.7435,3146
"melón","arcilloso","aspersión","mixta","medio",7548,11157,1.4781,4774
"plátano verde","franco","aspersión","química","bajo",8478,24152,2.8488,4135
"cacao","arcilloso","goteo","orgánica","medio",7833,1492,0.1905,5149
"plátano verde","franco","goteo","mixta","medio",5686,23605,4.1514,3743
"sandía","arenoso","gravedad","mixta","medio",8513,11652,1.3687,4384
"arroz","arcilloso","aspersión","mixta","medio",5641,7996,1.4175,3503
"melón","franco","aspersión","química","bajo",8346,9663,1.1578,4483
"melón","arcilloso","goteo","mixta","bajo",5684,10515,1.8499,4141
"banano","franco","goteo","mixta","medio",5729,25453,4.4428,3694
"maíz","arenoso","goteo","mixta","bajo",6263,8631,1.3781,2393
"arroz","arenoso","aspersión","química","medio",5671,7950,1.4019,2402
"banano","franco","aspersión","orgánica","medio",6029,24807,4.1146,4551
"maíz","franco-arcilloso","goteo","mixta","medio",6540,8814,1.3477,4226
"arroz","franco-arcilloso","gravedad","química","medio",8065,7230,0.8965,5183
"melón","arenoso","gravedad","mixta","medio",7272,10812,1.4868,3414
"sandía","arenoso","goteo","química","medio",12408,7379,0.5947,3401
"banano","arenoso","goteo","mixta","medio",7186,22336,3.1083,4242
"plátano verde","arenoso","aspersión","química","alto",6988,22213,3.1787,5252
"plátano verde","franco","goteo","orgánica","medio",9028,24033,2.6621,5869
"maíz","franco-arcilloso","gravedad","orgánica","bajo",6153,7509,1.2204,3996
"cacao","franco-arcilloso","gravedad","mixta","bajo",7164,1086,0.1516,3706
"sandía","franco","goteo","mixta","medio",5354,14637,2.7338,3521
"banano","franco-arcilloso","goteo","orgánica","medio",7446,24236,3.2549,5214
"maíz","franco-arcilloso","aspersión","orgánica","bajo",8123,8851,1.0896,4184
"sandía","franco","goteo","química","alto",6087,14184,2.3302,3856
"sandía","franco","goteo","orgánica","medio",7508,10488,1.3969,3473
"maíz","franco","gravedad","orgánica","medio",8496,9348,1.1003,4838
"maíz","franco","goteo","química","alto",6817,10651,1.5624,4375
"plátano verde","arenoso","aspersión","mixta","bajo",7371,22836,3.0981,4651
"cacao","franco","goteo","mixta","bajo",7212,1670,0.2316,4342
"plátano verde","franco-arcilloso","aspersión","mixta","bajo",4668,23100,4.9486,3699
"maíz","franco","gravedad","mixta","alto",6217,9594,1.5432,4904
"plátano verde","franco","goteo","mixta","alto",6179,20216,3.2717,5248
"sandía","arenoso","goteo","química","medio",7597,13107,1.7253,3789
"banano","arenoso","gravedad","mixta","medio",7199,23963,3.3287,3965
"plátano verde","franco-arcilloso","goteo","orgánica","alto",5645,20137,3.5672,4899
"sandía","franco-arcilloso","goteo","mixta","bajo",4659,12879,2.7643,4359
"cacao","arenoso","goteo","mixta","bajo",5159,1650,0.3198,4853
"banano","franco","gravedad","orgánica","medio",6812,18710,2.7466,3318
"maíz","arenoso","gravedad","química","alto",7291,7914,1.0854,2733
"cacao","arcilloso","gravedad","orgánica","medio",5893,1659,0.2815,4377
"melón","franco","goteo","química","alto",7653,10202,1.3331,4206
"sandía","franco-arcilloso","goteo","química","alto",6375,10719,1.6814,4851
"maíz","franco","goteo","mixta","alto",7128,8693,1.2196,5484
"plátano verde","franco-arcilloso","goteo","mixta","alto",8650,25261,2.9203,3844
"maíz","arcilloso","gravedad","orgánica","medio",6042,8489,1.405,3510
"sandía","arcilloso","goteo","orgánica","medio",7508,11559,1.5396,3450
"arroz","arcilloso","gravedad","orgánica","medio",7446,7933,1.0654,2286
"plátano verde","franco-arcilloso","goteo","orgánica","medio",6572,26347,4.009,3889
"melón","arcilloso","gravedad","orgánica","bajo",5990,10119,1.6893,3724
"melón","arcilloso","aspersión","orgánica","alto",8200,10344,1.2615,3706
"banano","franco-arcilloso","goteo","mixta","bajo",7890,26360,3.3409,3878
"plátano verde","arenoso","goteo","química","bajo",6783,19498,2.8745,3181
"maíz","arenoso","goteo","química","bajo",7085,8025,1.1327,4469
"melón","franco-arcilloso","aspersión","orgánica","medio",6926,9471,1.3675,4616
"banano","arcilloso","goteo","química","alto",8200,23525,2.8689,3650
"maíz","arenoso","goteo","orgánica","medio",7907,9011,1.1396,2970
"arroz","franco-arcilloso","goteo","química","medio",6963,6679,0.9592,4937
"maíz","franco-arcilloso","gravedad","orgánica","bajo",7846,7650,0.975,3879
"banano","arenoso","goteo","orgánica","medio",6959,28235,4.0573,4851
"sandía","franco","gravedad","orgánica","medio",7620,12190,1.5997,2834
"sandía","arcilloso","goteo","química","bajo",7243,11245,1.5525,3804
"plátano verde","arenoso","aspersión","mixta","bajo",5898,24176,4.099,2300
"melón","franco","goteo","orgánica","bajo",7744,8216,1.061,4610
"arroz","franco","goteo","mixta","medio",4763,8278,1.738,5477
"maíz","arenoso","goteo","orgánica","alto",7167,9280,1.2948,4447
"cacao","franco","aspersión","orgánica","medio",8967,1468,0.1637,3893
"banano","arcilloso","aspersión","mixta","medio",6453,24966,3.8689,4729
"plátano verde","arcilloso","goteo","orgánica","medio",6669,20853,3.1269,4012
"maíz","arcilloso","gravedad","mixta","medio",7526,9028,1.1996,2554
"sandía","franco-arcilloso","goteo","orgánica","medio",6668,13566,2.0345,2532
"maíz","franco-arcilloso","goteo","química","medio",6458,10697,1.6564,5331
"cacao","arcilloso","aspersión","química","bajo",7692,1330,0.1729,3595
"plátano verde","arenoso","goteo","mixta","bajo",6569,22786,3.4687,4785
"plátano verde","arenoso","aspersión","química","alto",11162,11562,1.0358,5233
"sandía","franco-arcilloso","gravedad","química","medio",6567,10635,1.6195,3509
"maíz","franco","aspersión","química","medio",7157,8725,1.2191,3929
"sandía","franco-arcilloso","gravedad","mixta","bajo",6144,8283,1.3481,4458
"maíz","franco-arcilloso","goteo","mixta","bajo",8066,8334,1.0332,5571
